index,filename,timestamp_seconds,segment_index,segment_start,segment_end,segment_text,visual_group,is_representative,representative_filename,group_size,group_start_seconds,group_end_seconds
0,frame_000001.jpg,0.0,0,0.0,2.6,Do you hear me better now?,0,True,frame_000001.jpg,94,0.0,232.5
1,frame_000095.jpg,2.5,0,0.0,2.6,Do you hear me better now?,1,True,frame_000095.jpg,1,235.0,235.0
2,frame_000096.jpg,5.0,2,4.2,9.12,"Perfect, apologies, my AirPods weren't connected.",2,True,frame_000096.jpg,2,237.5,240.0
3,frame_000098.jpg,7.5,2,4.2,9.12,"Perfect, apologies, my AirPods weren't connected.",3,True,frame_000098.jpg,1,242.5,242.5
4,frame_000099.jpg,10.0,3,9.12,10.12,Nice to meet you finally.,4,True,frame_000099.jpg,12,245.0,272.5
5,frame_000111.jpg,12.5,4,10.12,13.12,"Yeah, nice to meet you too.",5,True,frame_000111.jpg,3,275.0,280.0
6,frame_000114.jpg,15.0,5,13.12,15.12,How are you?,6,True,frame_000114.jpg,15,282.5,317.5
7,frame_000129.jpg,17.5,7,16.92,17.92,Very good.,7,True,frame_000129.jpg,1,320.0,320.0
8,frame_000130.jpg,20.0,8,17.92,20.64,Working today as usual.,8,True,frame_000130.jpg,35,322.5,407.5
9,frame_000165.jpg,22.5,10,21.64,23.24,Are you all good here?,9,True,frame_000165.jpg,1,410.0,410.0
10,frame_000166.jpg,25.0,11,23.24,25.12,"All good, working as usual as well.",10,True,frame_000166.jpg,63,412.5,567.5
11,frame_000229.jpg,27.5,12,25.12,29.96,Are you alone in your team or do you have more partners or maybe I'm playing with you?,11,True,frame_000229.jpg,6,570.0,582.5
12,frame_000235.jpg,30.0,13,29.96,31.88,Do you have employees that are working with you?,12,True,frame_000235.jpg,23,585.0,640.0
13,frame_000258.jpg,32.5,14,31.88,49.28,I'm alone because I'm the owner of the team and I have partners who want to see your functional.,13,True,frame_000258.jpg,1,642.5,642.5
14,frame_000259.jpg,35.0,14,31.88,49.28,I'm alone because I'm the owner of the team and I have partners who want to see your functional.,14,True,frame_000259.jpg,5,645.0,655.0
15,frame_000264.jpg,37.5,14,31.88,49.28,I'm alone because I'm the owner of the team and I have partners who want to see your functional.,15,True,frame_000264.jpg,2,657.5,660.0
16,frame_000266.jpg,40.0,14,31.88,49.28,I'm alone because I'm the owner of the team and I have partners who want to see your functional.,16,True,frame_000266.jpg,2,662.5,665.0
17,frame_000268.jpg,42.5,14,31.88,49.28,I'm alone because I'm the owner of the team and I have partners who want to see your functional.,17,True,frame_000268.jpg,30,667.5,740.0
18,frame_000298.jpg,45.0,14,31.88,49.28,I'm alone because I'm the owner of the team and I have partners who want to see your functional.,18,True,frame_000298.jpg,15,742.5,777.5
19,frame_000313.jpg,47.5,14,31.88,49.28,I'm alone because I'm the owner of the team and I have partners who want to see your functional.,19,True,frame_000313.jpg,1,780.0,780.0
20,frame_000314.jpg,50.0,15,49.28,55.4,Partners want to build their own network.,20,True,frame_000314.jpg,1,782.5,782.5
21,frame_000315.jpg,52.5,15,49.28,55.4,Partners want to build their own network.,21,True,frame_000315.jpg,2,785.0,787.5
22,frame_000317.jpg,55.0,15,49.28,55.4,Partners want to build their own network.,22,True,frame_000317.jpg,9,790.0,810.0
23,frame_000326.jpg,57.5,16,55.4,57.76,"I see, I see.",23,True,frame_000326.jpg,10,812.5,835.0
24,frame_000336.jpg,60.0,17,57.76,69.8,I have a media buying team and we are starting work together and now we are looking for CRM,24,True,frame_000336.jpg,15,837.5,872.5
25,frame_000351.jpg,62.5,17,57.76,69.8,I have a media buying team and we are starting work together and now we are looking for CRM,25,True,frame_000351.jpg,1,875.0,875.0
26,frame_000352.jpg,65.0,17,57.76,69.8,I have a media buying team and we are starting work together and now we are looking for CRM,26,True,frame_000352.jpg,2,877.5,880.0
27,frame_000354.jpg,67.5,17,57.76,69.8,I have a media buying team and we are starting work together and now we are looking for CRM,27,True,frame_000354.jpg,4,882.5,890.0
28,frame_000358.jpg,70.0,18,69.8,85.56,"system for better work because Altair CPA, what I tell you before, have not full functional",28,True,frame_000358.jpg,21,892.5,942.5
29,frame_000379.jpg,72.5,18,69.8,85.56,"system for better work because Altair CPA, what I tell you before, have not full functional",29,True,frame_000379.jpg,4,945.0,952.5
30,frame_000383.jpg,75.0,18,69.8,85.56,"system for better work because Altair CPA, what I tell you before, have not full functional",30,True,frame_000383.jpg,1,955.0,955.0
31,frame_000384.jpg,77.5,18,69.8,85.56,"system for better work because Altair CPA, what I tell you before, have not full functional",31,True,frame_000384.jpg,6,957.5,970.0
32,frame_000390.jpg,80.0,18,69.8,85.56,"system for better work because Altair CPA, what I tell you before, have not full functional",32,True,frame_000390.jpg,16,972.5,1010.0
33,frame_000406.jpg,82.5,18,69.8,85.56,"system for better work because Altair CPA, what I tell you before, have not full functional",33,True,frame_000406.jpg,18,1012.5,1055.0
34,frame_000424.jpg,85.0,18,69.8,85.56,"system for better work because Altair CPA, what I tell you before, have not full functional",34,True,frame_000424.jpg,11,1057.5,1082.5
35,frame_000435.jpg,87.5,19,86.28,88.24,what we need.,35,True,frame_000435.jpg,5,1085.0,1095.0
36,frame_000440.jpg,90.0,20,88.24,103.56,I think with the other CRM system we can improve our ROI to more than with Altair CPA.,36,True,frame_000440.jpg,17,1097.5,1137.5
37,frame_000457.jpg,92.5,20,88.24,103.56,I think with the other CRM system we can improve our ROI to more than with Altair CPA.,37,True,frame_000457.jpg,8,1140.0,1157.5
38,frame_000465.jpg,95.0,20,88.24,103.56,I think with the other CRM system we can improve our ROI to more than with Altair CPA.,38,True,frame_000465.jpg,24,1160.0,1217.5
39,frame_000489.jpg,97.5,20,88.24,103.56,I think with the other CRM system we can improve our ROI to more than with Altair CPA.,39,True,frame_000489.jpg,59,1220.0,1365.0
40,frame_000548.jpg,100.0,20,88.24,103.56,I think with the other CRM system we can improve our ROI to more than with Altair CPA.,40,True,frame_000548.jpg,9,1367.5,1387.5
41,frame_000557.jpg,102.5,20,88.24,103.56,I think with the other CRM system we can improve our ROI to more than with Altair CPA.,41,True,frame_000557.jpg,7,1390.0,1405.0
42,frame_000564.jpg,105.0,21,104.56,107.24,"Yes, yes, yes.",42,True,frame_000564.jpg,3,1407.5,1412.5
43,frame_000567.jpg,107.5,22,107.24,119.4,So our system can definitely help you scale as we've had big clients working with it and,43,True,frame_000567.jpg,1,1415.0,1415.0
44,frame_000568.jpg,110.0,22,107.24,119.4,So our system can definitely help you scale as we've had big clients working with it and,44,True,frame_000568.jpg,6,1417.5,1430.0
45,frame_000574.jpg,112.5,22,107.24,119.4,So our system can definitely help you scale as we've had big clients working with it and,45,True,frame_000574.jpg,1,1432.5,1432.5
46,frame_000575.jpg,115.0,22,107.24,119.4,So our system can definitely help you scale as we've had big clients working with it and,46,True,frame_000575.jpg,1,1435.0,1435.0
47,frame_000576.jpg,117.5,22,107.24,119.4,So our system can definitely help you scale as we've had big clients working with it and,47,True,frame_000576.jpg,8,1437.5,1455.0
48,frame_000584.jpg,120.0,23,119.4,121.04,are working with it.,48,True,frame_000584.jpg,1,1457.5,1457.5
49,frame_000585.jpg,122.5,24,121.04,124.84,So I'm convinced we can help you scale if necessary.,49,True,frame_000585.jpg,2,1460.0,1462.5
50,frame_000587.jpg,125.0,25,124.84,128.6,I don't know Altair CPA that well.,50,True,frame_000587.jpg,43,1465.0,1570.0
51,frame_000630.jpg,127.5,25,124.84,128.6,I don't know Altair CPA that well.,51,True,frame_000630.jpg,20,1572.5,1620.0
52,frame_000650.jpg,130.0,26,128.6,133.48,So we're in a different price range as well.,52,True,frame_000650.jpg,25,1622.5,1682.5
53,frame_000675.jpg,132.5,26,128.6,133.48,So we're in a different price range as well.,53,True,frame_000675.jpg,1,1685.0,1685.0
54,frame_000676.jpg,135.0,27,133.48,138.36,I think you pay 400 for the pro version at the moment.,54,True,frame_000676.jpg,2,1687.5,1690.0
55,frame_000678.jpg,137.5,27,133.48,138.36,I think you pay 400 for the pro version at the moment.,55,True,frame_000678.jpg,3,1692.5,1697.5
56,frame_000681.jpg,140.0,28,138.36,140.76,I looked at the site.,56,True,frame_000681.jpg,1,1700.0,1700.0
57,frame_000682.jpg,142.5,30,141.76,146.4,"It looks like a nice system, don't get me wrong.",57,True,frame_000682.jpg,2,1702.5,1705.0
58,frame_000684.jpg,145.0,30,141.76,146.4,"It looks like a nice system, don't get me wrong.",58,True,frame_000684.jpg,1,1707.5,1707.5
59,frame_000685.jpg,147.5,31,146.4,150.16,But I will show you ours and you can be the judge of that.,59,True,frame_000685.jpg,14,1710.0,1742.5
60,frame_000699.jpg,150.0,31,146.4,150.16,But I will show you ours and you can be the judge of that.,60,True,frame_000699.jpg,3,1745.0,1750.0
61,frame_000702.jpg,152.5,32,150.16,161.44,"For media buying, I don't know if you will greatly benefit with the features we have just",61,True,frame_000702.jpg,1,1752.5,1752.5
62,frame_000703.jpg,155.0,32,150.16,161.44,"For media buying, I don't know if you will greatly benefit with the features we have just",62,True,frame_000703.jpg,35,1755.0,1840.0
63,frame_000738.jpg,157.5,32,150.16,161.44,"For media buying, I don't know if you will greatly benefit with the features we have just",63,True,frame_000738.jpg,72,1842.5,2020.0
64,frame_000810.jpg,160.0,32,150.16,161.44,"For media buying, I don't know if you will greatly benefit with the features we have just",64,True,frame_000810.jpg,6,2022.5,2035.0
65,frame_000816.jpg,162.5,33,161.44,162.72,to be transparent with you.,65,True,frame_000816.jpg,15,2037.5,2072.5
66,frame_000831.jpg,165.0,34,162.72,167.64,I always want to be honest because if we work together it needs to be in your advantage,66,True,frame_000831.jpg,5,2075.0,2085.0
67,frame_000836.jpg,167.5,34,162.72,167.64,I always want to be honest because if we work together it needs to be in your advantage,67,True,frame_000836.jpg,45,2087.5,2197.5
68,frame_000881.jpg,170.0,36,169.92,178.96,But I will show you the system and you can say what you or make your own conclusions,68,True,frame_000881.jpg,1,2200.0,2200.0
69,frame_000882.jpg,172.5,36,169.92,178.96,But I will show you the system and you can say what you or make your own conclusions,69,True,frame_000882.jpg,3,2202.5,2207.5
70,frame_000885.jpg,175.0,36,169.92,178.96,But I will show you the system and you can say what you or make your own conclusions,70,True,frame_000885.jpg,4,2210.0,2217.5
71,frame_000889.jpg,177.5,36,169.92,178.96,But I will show you the system and you can say what you or make your own conclusions,71,True,frame_000889.jpg,1,2220.0,2220.0
72,frame_000890.jpg,180.0,38,179.96,185.04,I'm going to share my screen.,72,True,frame_000890.jpg,1,2222.5,2222.5
73,frame_000891.jpg,182.5,38,179.96,185.04,I'm going to share my screen.,73,True,frame_000891.jpg,2,2225.0,2227.5
74,frame_000893.jpg,185.0,38,179.96,185.04,I'm going to share my screen.,74,True,frame_000893.jpg,9,2230.0,2250.0
75,frame_000902.jpg,187.5,39,185.04,189.6,We work with your system with some partners.,75,True,frame_000902.jpg,1,2252.5,2252.5
76,frame_000903.jpg,190.0,40,189.6,196.52,"For example, it's JBO.",76,True,frame_000903.jpg,12,2255.0,2282.5
77,frame_000915.jpg,192.5,40,189.6,196.52,"For example, it's JBO.",77,True,frame_000915.jpg,1,2285.0,2285.0
78,frame_000916.jpg,195.0,40,189.6,196.52,"For example, it's JBO.",78,True,frame_000916.jpg,7,2287.5,2302.5
79,frame_000923.jpg,197.5,41,196.52,199.24,Your system is good.,79,True,frame_000923.jpg,3,2305.0,2310.0
80,frame_000926.jpg,200.0,42,199.24,207.92,"What we see, you have a good fraud system.",80,True,frame_000926.jpg,84,2312.5,2520.0
